iteration,tau,acceptance_ratio,mean_residual,mean_label_distance,residual_error,acceptance_error,control_error,tp,fp,fn,tn,precision,recall,f1,sample_id,scenario,lambda_filter
1,0.511937784430953,0.22538461538461538,0.051288770649461246,0.07099436568489255,0.011288770649461245,0.0,0.011288770649461245,190,103,364,643,0.6484641638225256,0.34296028880866425,0.448642266824085,box_sphere_added_outliers_medium_2,added_outliers,0.5
2,0.5232265550804142,0.20692307692307693,0.050911058864286235,0.07063482263769419,0.010911058864286234,0.0,0.010911058864286234,176,93,378,653,0.654275092936803,0.3176895306859206,0.4277035236938032,box_sphere_added_outliers_medium_2,added_outliers,0.5
3,0.5341376139447004,0.19538461538461538,0.05063574657620125,0.07063945975018976,0.010635746576201248,0.004615384615384632,0.01525113119158588,169,85,385,661,0.6653543307086615,0.30505415162454874,0.4183168316831683,box_sphere_added_outliers_medium_2,added_outliers,0.5
4,0.5436195143670555,0.1853846153846154,0.049994175967544935,0.07101061536562778,0.009994175967544934,0.014615384615384613,0.024609560582929547,160,81,394,665,0.6639004149377593,0.2888086642599278,0.4025157232704402,box_sphere_added_outliers_medium_2,added_outliers,0.5
5,0.5499598441807543,0.17923076923076922,0.049991768435029275,0.07072538571284927,0.009991768435029275,0.02076923076923079,0.030760999204260064,154,79,400,667,0.6609442060085837,0.2779783393501805,0.3913595933926303,box_sphere_added_outliers_medium_2,added_outliers,0.5
6,0.5547593049234758,0.16923076923076924,0.05015976073585227,0.07117229478193511,0.010159760735852272,0.03076923076923077,0.04092899150508304,141,79,413,667,0.6409090909090909,0.2545126353790614,0.3643410852713178,box_sphere_added_outliers_medium_2,added_outliers,0.5
7,0.5572267579670204,0.1676923076923077,0.05000820025426919,0.07108736346332158,0.01000820025426919,0.032307692307692315,0.042315892561961506,140,78,414,668,0.6422018348623854,0.2527075812274368,0.3626943005181347,box_sphere_added_outliers_medium_2,added_outliers,0.5
8,0.5591580351443665,0.16615384615384615,0.04998460340085988,0.07101981805551202,0.009984603400859882,0.03384615384615386,0.04383075724701374,139,77,415,669,0.6435185185185185,0.2509025270758123,0.3610389610389611,box_sphere_added_outliers_medium_2,added_outliers,0.5
9,0.5606811000836879,0.16384615384615384,0.04992348227880475,0.0710021627360573,0.009923482278804747,0.036153846153846175,0.04607732843265092,137,76,417,670,0.6431924882629108,0.24729241877256317,0.3572359843546284,box_sphere_added_outliers_medium_2,added_outliers,0.5
10,0.5615661208240311,0.16307692307692306,0.049791450157060026,0.07105790037734726,0.009791450157060025,0.03692307692307695,0.04671452708013697,136,76,418,670,0.6415094339622641,0.24548736462093862,0.35509138381201044,box_sphere_added_outliers_medium_2,added_outliers,0.5
11,0.5621268017503219,0.16153846153846155,0.04998334960918862,0.07081105029880796,0.009983349609188619,0.038461538461538464,0.04844488807072708,136,74,418,672,0.6476190476190476,0.24548736462093862,0.35602094240837695,box_sphere_added_outliers_medium_2,added_outliers,0.5
12,0.5624947667441259,0.16153846153846155,0.04998334960918862,0.07081105029880796,0.009983349609188619,0.038461538461538464,0.04844488807072708,136,74,418,672,0.6476190476190476,0.24548736462093862,0.35602094240837695,box_sphere_added_outliers_medium_2,added_outliers,0.5
0,0.5,0.17022900763358778,0.08370166715699716,0.10040799125719792,0.04370166715699716,0.02977099236641223,0.0734726595234094,64,159,82,1005,0.28699551569506726,0.4383561643835616,0.34688346883468835,box_sphere_added_outliers_medium_3,added_outliers,0.5
1,0.5362589190653941,0.12900763358778625,0.08741847955879774,0.09716662687428265,0.04741847955879774,0.07099236641221376,0.11841084597101151,54,115,92,1049,0.31952662721893493,0.3698630136986301,0.34285714285714286,box_sphere_added_outliers_medium_3,added_outliers,0.5
2,0.5659293070211384,0.10458015267175573,0.08866783947134017,0.09640469921972884,0.04866783947134017,0.09541984732824428,0.14408768679958445,46,91,100,1073,0.3357664233576642,0.3150684931506849,0.3250883392226148,box_sphere_added_outliers_medium_3,added_outliers,0.5
3,0.5907421846604175,0.09083969465648854,0.08812204513000153,0.09531636520114263,0.04812204513000153,0.10916030534351147,0.157282350473513,41,78,105,1086,0.3445378151260504,0.2808219178082192,0.309433962264151,box_sphere_added_outliers_medium_3,added_outliers,0.5
4,0.6115741534545411,0.08244274809160305,0.08868162969430661,0.09598736858008182,0.04868162969430661,0.11755725190839696,0.16623888160270356,36,72,110,1092,0.3333333333333333,0.2465753424657534,0.28346456692913385,box_sphere_added_outliers_medium_3,added_outliers,0.5
5,0.6308664701717485,0.06793893129770992,0.09069709515604293,0.09544321074527025,0.05069709515604293,0.1320610687022901,0.18275816385833302,29,60,117,1104,0.3258426966292135,0.19863013698630136,0.24680851063829787,box_sphere_added_outliers_medium_3,added_outliers,0.5
6,0.6485482981522188,0.059541984732824425,0.09297391483774885,0.09399868764958394,0.052973914837748846,0.14045801526717558,0.19343193010492443,26,52,120,1112,0.3333333333333333,0.1780821917808219,0.23214285714285715,box_sphere_added_outliers_medium_3,added_outliers,0.5
7,0.6664077091731737,0.051908396946564885,0.09310077731251418,0.09237252445175527,0.053100777312514176,0.14809160305343513,0.2011923803659493,22,46,124,1118,0.3235294117647059,0.1506849315068493,0.205607476635514,box_sphere_added_outliers_medium_3,added_outliers,0.5
8,0.6824855857223291,0.044274809160305344,0.09309335287626014,0.09440386571215492,0.05309335287626014,0.15572519083969466,0.2088185437159548,18,40,128,1124,0.3103448275862069,0.1232876712328767,0.17647058823529413,box_sphere_added_outliers_medium_3,added_outliers,0.5
9,0.6966476408886656,0.03816793893129771,0.09428739647657458,0.09251424782417081,0.05428739647657458,0.1618320610687023,0.21611945754527687,17,33,129,1131,0.34,0.11643835616438356,0.17346938775510204,box_sphere_added_outliers_medium_3,added_outliers,0.5
10,0.7104770220980646,0.031297709923664124,0.09882443226162395,0.08985992999090309,0.05882443226162395,0.1687022900763359,0.22752672233795984,15,26,131,1138,0.36585365853658536,0.10273972602739725,0.16042780748663102,box_sphere_added_outliers_medium_3,added_outliers,0.5
11,0.7271258818406046,0.026717557251908396,0.09973466786598503,0.09062675113275041,0.05973466786598503,0.17328244274809163,0.23301711061407665,13,22,133,1142,0.37142857142857144,0.08904109589041095,0.143646408839779,box_sphere_added_outliers_medium_3,added_outliers,0.5
12,0.7435399390195667,0.022137404580152672,0.10319671371962726,0.08953168698856455,0.06319671371962726,0.17786259541984734,0.2410593091394746,12,17,134,1147,0.41379310344827586,0.0821917808219178,0.13714285714285712,box_sphere_added_outliers_medium_3,added_outliers,0.5
13,0.7622710038842322,0.01450381679389313,0.10523516918162723,0.0876966563119327,0.06523516918162722,0.1854961832061069,0.25073135238773414,9,10,137,1154,0.47368421052631576,0.06164383561643835,0.1090909090909091,box_sphere_added_outliers_medium_3,added_outliers,0.5
14,0.7811321272643327,0.00916030534351145,0.10881274824658425,0.08792954781787177,0.06881274824658426,0.19083969465648856,0.2596524429030728,6,6,140,1158,0.5,0.0410958904109589,0.0759493670886076,box_sphere_added_outliers_medium_3,added_outliers,0.5
15,0.8022349518467948,0.004580152671755725,0.10845947865612492,0.08771057888172194,0.06845947865612492,0.19541984732824427,0.2638793259843692,2,4,144,1160,0.3333333333333333,0.0136986301369863,0.02631578947368421,box_sphere_added_outliers_medium_3,added_outliers,0.5
16,0.8218394686708587,0.0015267175572519084,0.10316850699809799,0.09458305263196425,0.06316850699809798,0.1984732824427481,0.26164178944084604,0,2,146,1162,0.0,0.0,0.0,box_sphere_added_outliers_medium_3,added_outliers,0.5
17,0.8353896550582696,0.0015267175572519084,0.10316850699809799,0.09458305263196425,0.06316850699809798,0.1984732824427481,0.26164178944084604,0,2,146,1162,0.0,0.0,0.0,box_sphere_added_outliers_medium_3,added_outliers,0.5
0,0.5,0.228,0.076683649566835,0.0628236260602325,0.036683649566835,0.0,0.036683649566835,234,108,412,746,0.6842105263157895,0.3622291021671827,0.4736842105263158,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
1,0.536683649566835,0.17933333333333334,0.07688006409437609,0.06200920712741666,0.03688006409437609,0.020666666666666667,0.057546730761042754,188,81,458,773,0.6988847583643123,0.29102167182662536,0.41092896174863386,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
2,0.5683970469945444,0.14266666666666666,0.07806929721241446,0.061819588779129964,0.038069297212414456,0.05733333333333335,0.0954026305457478,150,64,496,790,0.7009345794392523,0.23219814241486067,0.34883720930232553,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
3,0.5921330108736256,0.122,0.07935257656916352,0.05953968329857515,0.039352576569163515,0.07800000000000001,0.11735257656916354,132,51,514,803,0.7213114754098361,0.2043343653250774,0.31845597104945716,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
4,0.6119855874427891,0.112,0.07994862576754772,0.05881535865120266,0.039948625767547714,0.08800000000000001,0.12794862576754773,121,47,525,807,0.7202380952380952,0.1873065015479876,0.2972972972972973,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
5,0.6299342132103368,0.1,0.07984633653115679,0.05958122449674637,0.03984633653115679,0.1,0.1398463365311568,106,44,540,810,0.7066666666666667,0.16408668730650156,0.2663316582914573,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
6,0.6447805497414936,0.08666666666666667,0.08372166006230523,0.05626009494194758,0.04372166006230523,0.11333333333333334,0.15705499339563858,95,35,551,819,0.7307692307692307,0.14705882352941177,0.24484536082474226,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
7,0.6601688764704655,0.07666666666666666,0.08611724903528273,0.05503485270898975,0.04611724903528273,0.12333333333333335,0.16945058236861607,85,30,561,824,0.7391304347826086,0.13157894736842105,0.22339027595269384,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
8,0.6754527921724149,0.07066666666666667,0.08702232685020364,0.05423937540544124,0.04702232685020364,0.12933333333333336,0.176355660183537,79,27,567,827,0.7452830188679245,0.12229102167182662,0.21010638297872342,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
9,0.6901417856892852,0.06066666666666667,0.08727189996330426,0.05393442319317475,0.047271899963304255,0.13933333333333334,0.18660523329663758,68,23,578,831,0.7472527472527473,0.10526315789473684,0.18453188602442333,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
10,0.7025803523192561,0.05266666666666667,0.09490746653749259,0.04878413809867468,0.05490746653749259,0.14733333333333334,0.20224079987082594,62,17,584,837,0.7848101265822784,0.09597523219814241,0.17103448275862068,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
11,0.7206544855234154,0.04133333333333333,0.09834811444464762,0.04417054860702515,0.058348114444647624,0.15866666666666668,0.2170147811113143,52,10,594,844,0.8387096774193549,0.0804953560371517,0.14689265536723164,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
12,0.7393359333013964,0.032,0.10636734360604254,0.036465708839101676,0.06636734360604254,0.168,0.23436734360604256,43,5,603,849,0.8958333333333334,0.06656346749226007,0.12391930835734871,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
13,0.7637032769074389,0.023333333333333334,0.11954971577386327,0.02688290051820857,0.07954971577386327,0.17666666666666667,0.2562163824405299,34,1,612,853,0.9714285714285714,0.05263157894736842,0.09985315712187957,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
14,0.7990863260146355,0.018666666666666668,0.12582893365628497,0.02591177878461982,0.08582893365628497,0.18133333333333335,0.2671622669896183,27,1,619,853,0.9642857142857143,0.04179566563467492,0.0801186943620178,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
15,0.8395819263375871,0.007333333333333333,0.12385022124959998,0.015526232933206702,0.08385022124959998,0.19266666666666668,0.27651688791626666,11,0,635,854,1.0,0.017027863777089782,0.0334855403348554,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
16,0.8752654809205204,0.0,0.05718970093390641,0.0965338840447397,0.017189700933906406,0.2,0.2171897009339064,0,0,646,854,0.0,0.0,0.0,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
17,0.8424551818544268,0.007333333333333333,0.12385022124959998,0.015526232933206702,0.08385022124959998,0.19266666666666668,0.27651688791626666,11,0,635,854,1.0,0.017027863777089782,0.0334855403348554,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
18,0.8781387364373601,0.0,0.05718970093390641,0.0965338840447397,0.017189700933906406,0.2,0.2171897009339064,0,0,646,854,0.0,0.0,0.0,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
19,0.8453284373712665,0.007333333333333333,0.12385022124959998,0.015526232933206702,0.08385022124959998,0.19266666666666668,0.27651688791626666,11,0,635,854,1.0,0.017027863777089782,0.0334855403348554,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.5
0,0.5,0.19333333333333333,0.0677871272905244,0.07015240110619847,0.027787127290524398,0.006666666666666682,0.03445379395719108,197,93,440,770,0.6793103448275862,0.3092621664050236,0.42502696871628914,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
1,0.5261204606238578,0.15866666666666668,0.0685874562797526,0.06763137431170202,0.0285874562797526,0.04133333333333333,0.06992078961308593,174,64,463,799,0.7310924369747899,0.2731554160125589,0.39771428571428574,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
2,0.544374583570277,0.13466666666666666,0.07058388351466868,0.06682322997268997,0.030583883514668682,0.06533333333333335,0.09591721684800203,150,52,487,811,0.7425742574257426,0.23547880690737832,0.35756853396901067,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
3,0.5586251337516124,0.118,0.07188471658993684,0.06565908925691462,0.031884716589936836,0.08200000000000002,0.11388471658993685,134,43,503,820,0.7570621468926554,0.21036106750392464,0.32923832923832924,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
4,0.5700098503415492,0.11066666666666666,0.07194125727639195,0.0646859888340962,0.031941257276391945,0.08933333333333335,0.12127459060972529,127,39,510,824,0.7650602409638554,0.19937205651491366,0.3163138231631382,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
5,0.5796177742846078,0.10333333333333333,0.0712889002961336,0.06459693217580337,0.031288900296133605,0.09666666666666668,0.12795556696280028,118,37,519,826,0.7612903225806451,0.18524332810047095,0.29797979797979796,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
6,0.5867400079140748,0.094,0.07115896051744375,0.06330109187148857,0.031158960517443747,0.10600000000000001,0.13715896051744375,107,34,530,829,0.7588652482269503,0.16797488226059654,0.27506426735218503,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
7,0.5913989684315185,0.09,0.07072602982787422,0.06259720030934866,0.030726029827874222,0.11000000000000001,0.14072602982787424,104,31,533,832,0.7703703703703704,0.16326530612244897,0.26943005181347146,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
8,0.5946249982593927,0.088,0.0706082744255893,0.062126768519925775,0.030608274425589298,0.11200000000000002,0.14260827442558932,102,30,535,833,0.7727272727272727,0.16012558869701726,0.26527958387516254,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
9,0.597233272684982,0.084,0.07126069563652501,0.06133552013402432,0.03126069563652501,0.116,0.14726069563652502,98,28,539,835,0.7777777777777778,0.15384615384615385,0.25688073394495414,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
10,0.599493968321507,0.08266666666666667,0.07125410806288217,0.06177119461363163,0.03125410806288217,0.11733333333333335,0.14858744139621552,96,28,541,835,0.7741935483870968,0.15070643642072212,0.25229960578186594,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
11,0.6014147430510559,0.08133333333333333,0.07134715484683063,0.061904377118079425,0.03134715484683063,0.11866666666666668,0.15001382151349732,94,28,543,835,0.7704918032786885,0.14756671899529042,0.24769433465085638,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
12,0.6030952312312199,0.08066666666666666,0.07136635150670473,0.06186331342902716,0.03136635150670473,0.11933333333333335,0.15069968484003807,93,28,544,835,0.768595041322314,0.14599686028257458,0.2453825857519789,box_sphere_partial_overlap_medium_2,partial_overlap,0.5
