iteration,tau,acceptance_ratio,mean_residual,mean_label_distance,residual_error,acceptance_error,control_error,tp,fp,fn,tn,precision,recall,f1,sample_id,scenario,lambda_filter
9,0.6162180190452593,0.1411042944785276,0.07507789066739422,0.08183064872876326,0.03507789066739422,0.05889570552147241,0.09397359618886664,96,88,153,967,0.5217391304347826,0.3855421686746988,0.44341801385681295,wall_column_added_outliers_hard_mixed,added_outliers,0.25
10,0.6263950011887723,0.13420245398773006,0.07567393774342245,0.08066228173263683,0.035673937743422444,0.06579754601226995,0.1014714837556924,94,81,155,974,0.5371428571428571,0.37751004016064255,0.4433962264150943,wall_column_added_outliers_hard_mixed,added_outliers,0.25
11,0.6360072768089499,0.12653374233128833,0.07738195067017115,0.07867253261753952,0.037381950670171145,0.07346625766871168,0.11084820833888281,91,74,158,981,0.5515151515151515,0.3654618473895582,0.4396135265700483,wall_column_added_outliers_hard_mixed,added_outliers,0.25
12,0.6455149699354464,0.1165644171779141,0.07821260797714125,0.07773889414207935,0.038212607977141246,0.08343558282208591,0.12164819079922715,85,67,164,988,0.5592105263157895,0.3413654618473896,0.4239401496259352,wall_column_added_outliers_hard_mixed,added_outliers,0.25
13,0.6541918260712564,0.11042944785276074,0.07942399450054809,0.07749970703764027,0.039423994500548086,0.08957055214723927,0.12899454664778737,81,63,168,992,0.5625,0.3253012048192771,0.41221374045801523,wall_column_added_outliers_hard_mixed,added_outliers,0.25
14,0.6627075043031255,0.10429447852760736,0.08005869031976248,0.07648004522227858,0.04005869031976248,0.09570552147239265,0.13576421179215514,77,59,172,996,0.5661764705882353,0.3092369477911647,0.4,wall_column_added_outliers_hard_mixed,added_outliers,0.25
15,0.6707736592789577,0.09739263803680982,0.07969205385806084,0.07554361626435545,0.03969205385806084,0.10260736196319019,0.14229941582125102,73,54,176,1001,0.5748031496062992,0.2931726907630522,0.3882978723404255,wall_column_added_outliers_hard_mixed,added_outliers,0.25
16,0.6777937659625893,0.09355828220858896,0.08020249837381158,0.07536173541844292,0.040202498373811575,0.10644171779141105,0.14664421616522264,70,52,179,1003,0.5737704918032787,0.28112449799196787,0.37735849056603776,wall_column_added_outliers_hard_mixed,added_outliers,0.25
17,0.6845898004255687,0.08819018404907976,0.08127678314433415,0.07403366837935214,0.041276783144334146,0.11180981595092025,0.1530865990952544,68,47,181,1008,0.591304347826087,0.27309236947791166,0.3736263736263737,wall_column_added_outliers_hard_mixed,added_outliers,0.25
18,0.6912519650038708,0.07975460122699386,0.0825645711573574,0.07126892078599549,0.04256457115735739,0.12024539877300615,0.16280996993036354,64,40,185,1015,0.6153846153846154,0.2570281124497992,0.3626062322946176,wall_column_added_outliers_hard_mixed,added_outliers,0.25
19,0.6975035757359237,0.07438650306748466,0.08246151513513211,0.07199304939760395,0.04246151513513211,0.12561349693251533,0.16807501206764744,58,39,191,1016,0.5979381443298969,0.23293172690763053,0.3352601156069364,wall_column_added_outliers_hard_mixed,added_outliers,0.25
0,0.5,0.4175217048145225,0.032277223847897656,0.04763975323660903,0.0,0.0,0.0,460,69,458,280,0.8695652173913043,0.5010893246187363,0.635798203178991,wall_column_added_outliers_medium_2,added_outliers,0.25
1,0.5,0.4175217048145225,0.032277223847897656,0.04763975323660903,0.0,0.0,0.0,460,69,458,280,0.8695652173913043,0.5010893246187363,0.635798203178991,wall_column_added_outliers_medium_2,added_outliers,0.25
0,0.5,0.35978004713275724,0.04086555935382588,0.05776274947153673,0.0008655593538258802,0.0,0.0008655593538258802,332,126,313,502,0.7248908296943232,0.5147286821705427,0.6019945602901179,wall_column_added_outliers_medium_3,added_outliers,0.25
1,0.5004327796769129,0.35742340926944227,0.04082680692723066,0.05773630357488089,0.0008268069272306597,0.0,0.0008268069272306597,330,125,315,503,0.7252747252747253,0.5116279069767442,0.6,wall_column_added_outliers_medium_3,added_outliers,0.25
0,0.5,0.32866666666666666,0.03556046173064999,0.06173514579670594,0.0,0.0,0.0,337,156,417,590,0.6835699797160243,0.4469496021220159,0.5404971932638332,wall_column_partial_overlap_hard_mixed,partial_overlap,0.25
1,0.5,0.32866666666666666,0.03556046173064999,0.06173514579670594,0.0,0.0,0.0,337,156,417,590,0.6835699797160243,0.4469496021220159,0.5404971932638332,wall_column_partial_overlap_hard_mixed,partial_overlap,0.25
0,0.5,0.30933333333333335,0.051792933794295684,0.07926578260492238,0.011792933794295683,0.0,0.011792933794295683,240,224,289,747,0.5172413793103449,0.45368620037807184,0.48338368580060426,wall_column_partial_overlap_medium_2,partial_overlap,0.25
1,0.5058964668971478,0.3006666666666667,0.051931207877791714,0.07847825329069515,0.011931207877791714,0.0,0.011931207877791714,237,214,292,757,0.5254988913525499,0.44801512287334594,0.4836734693877552,wall_column_partial_overlap_medium_2,partial_overlap,0.25
2,0.5118620708360437,0.2926666666666667,0.05213262431493618,0.07821517708662813,0.012132624314936176,0.0,0.012132624314936176,233,206,296,765,0.530751708428246,0.44045368620037806,0.48140495867768596,wall_column_partial_overlap_medium_2,partial_overlap,0.25
3,0.5179283829935118,0.284,0.05260562052752252,0.07809790033942392,0.012605620527522517,0.0,0.012605620527522517,226,200,303,771,0.5305164319248826,0.42722117202268434,0.47329842931937177,wall_column_partial_overlap_medium_2,partial_overlap,0.25
4,0.5242311932572731,0.2733333333333333,0.053590323584150404,0.07720438654058052,0.013590323584150403,0.0,0.013590323584150403,222,188,307,783,0.5414634146341464,0.41965973534971646,0.47284345047923326,wall_column_partial_overlap_medium_2,partial_overlap,0.25
5,0.5310263550493483,0.262,0.05380995077058366,0.07661371484791349,0.01380995077058366,0.0,0.01380995077058366,215,178,314,793,0.5470737913486005,0.4064272211720227,0.46637744034707157,wall_column_partial_overlap_medium_2,partial_overlap,0.25
6,0.53793133043464,0.258,0.05357797427962964,0.07609530274776462,0.013577974279629638,0.0,0.013577974279629638,213,174,316,797,0.5503875968992248,0.40264650283553877,0.46506550218340614,wall_column_partial_overlap_medium_2,partial_overlap,0.25
7,0.5447203175744548,0.24466666666666667,0.054573809816066306,0.07470440775653549,0.014573809816066305,0.0,0.014573809816066305,208,159,321,812,0.5667574931880109,0.3931947069943289,0.46428571428571425,wall_column_partial_overlap_medium_2,partial_overlap,0.25
8,0.552007222482488,0.23666666666666666,0.05463179718070221,0.07509421018859537,0.014631797180702212,0.0,0.014631797180702212,199,156,330,815,0.5605633802816902,0.3761814744801512,0.45022624434389147,wall_column_partial_overlap_medium_2,partial_overlap,0.25
0,0.5,0.4633333333333333,0.03965708674582989,0.04349682766983897,0.0,0.0,0.0,591,104,524,281,0.8503597122302158,0.5300448430493273,0.6530386740331491,wall_column_partial_overlap_medium_3,partial_overlap,0.25
1,0.5,0.4633333333333333,0.03965708674582989,0.04349682766983897,0.0,0.0,0.0,591,104,524,281,0.8503597122302158,0.5300448430493273,0.6530386740331491,wall_column_partial_overlap_medium_3,partial_overlap,0.25
0,0.5,0.3890063424947146,0.03678082091493257,0.05117930785470453,0.0,0.0,0.0,433,119,387,480,0.7844202898550725,0.5280487804878049,0.631195335276968,wall_column_scene_change_hard_mixed,scene_change,0.25
1,0.5,0.3890063424947146,0.03678082091493257,0.05117930785470453,0.0,0.0,0.0,433,119,387,480,0.7844202898550725,0.5280487804878049,0.631195335276968,wall_column_scene_change_hard_mixed,scene_change,0.25
0,0.5,0.42217484008528783,0.03657336400373009,0.057470557297802934,0.0,0.0,0.0,438,156,383,430,0.7373737373737373,0.5334957369062119,0.6190812720848056,wall_column_scene_change_medium_2,scene_change,0.25
1,0.5,0.42217484008528783,0.03657336400373009,0.057470557297802934,0.0,0.0,0.0,438,156,383,430,0.7373737373737373,0.5334957369062119,0.6190812720848056,wall_column_scene_change_medium_2,scene_change,0.25
0,0.5,0.31236283833211415,0.06707360447920672,0.06970769373863217,0.027073604479206724,0.0,0.027073604479206724,268,159,234,706,0.6276346604215457,0.5338645418326693,0.5769644779332616,wall_column_scene_change_medium_3,scene_change,0.25
1,0.5135368022396034,0.2991953182150695,0.0668625195625038,0.06895357513398052,0.026862519562503802,0.0,0.026862519562503802,260,149,242,716,0.6356968215158925,0.5179282868525896,0.570801317233809,wall_column_scene_change_medium_3,scene_change,0.25
2,0.5269680620208553,0.2831016825164594,0.06694964440940078,0.06801951665611555,0.02694964440940078,0.0,0.02694964440940078,251,136,251,729,0.648578811369509,0.5,0.5646794150731158,wall_column_scene_change_medium_3,scene_change,0.25
0,0.5,0.3466666666666667,0.060022024773745686,0.07296233798611446,0.020022024773745685,0.0,0.020022024773745685,288,232,193,787,0.5538461538461539,0.5987525987525988,0.5754245754245754,wall_column_static_noise_hard_mixed,static_noise,0.25
1,0.5100110123868729,0.3293333333333333,0.060798586205645905,0.07215121473191577,0.020798586205645904,0.0,0.020798586205645904,279,215,202,804,0.5647773279352226,0.58004158004158,0.5723076923076924,wall_column_static_noise_hard_mixed,static_noise,0.25
2,0.5204103054896958,0.31066666666666665,0.06146918692587041,0.07154771699422484,0.02146918692587041,0.0,0.02146918692587041,266,200,215,819,0.5708154506437768,0.553014553014553,0.5617740232312566,wall_column_static_noise_hard_mixed,static_noise,0.25
3,0.5311448989526311,0.296,0.06238210463919872,0.07076439662107883,0.02238210463919872,0.0,0.02238210463919872,257,187,224,832,0.5788288288288288,0.5343035343035343,0.5556756756756757,wall_column_static_noise_hard_mixed,static_noise,0.25
4,0.5423359512722304,0.2773333333333333,0.06321793813315081,0.06946483257038455,0.02321793813315081,0.0,0.02321793813315081,246,170,235,849,0.5913461538461539,0.5114345114345115,0.5484949832775919,wall_column_static_noise_hard_mixed,static_noise,0.25
5,0.5539449203388058,0.262,0.06419902585856826,0.06849029573225252,0.024199025858568264,0.0,0.024199025858568264,236,157,245,862,0.6005089058524173,0.49064449064449067,0.540045766590389,wall_column_static_noise_hard_mixed,static_noise,0.25
6,0.56604443326809,0.248,0.06456009433081786,0.06809212951259778,0.024560094330817857,0.0,0.024560094330817857,222,150,259,869,0.5967741935483871,0.46153846153846156,0.5205158264947246,wall_column_static_noise_hard_mixed,static_noise,0.25
7,0.5783244804334989,0.23466666666666666,0.06504299820332184,0.0670890871307973,0.025042998203321835,0.0,0.025042998203321835,215,137,266,882,0.6107954545454546,0.446985446985447,0.5162064825930371,wall_column_static_noise_hard_mixed,static_noise,0.25
8,0.5908459795351598,0.21533333333333332,0.06542548570117272,0.06577628905861432,0.02542548570117272,0.0,0.02542548570117272,200,123,281,896,0.6191950464396285,0.4158004158004158,0.4975124378109453,wall_column_static_noise_hard_mixed,static_noise,0.25
9,0.6035587223857461,0.19866666666666666,0.06567936878588661,0.0651237805355252,0.025679368785886607,0.001333333333333353,0.02701270211921996,187,111,294,908,0.62751677852349,0.3887733887733888,0.48010269576379977,wall_column_static_noise_hard_mixed,static_noise,0.25
10,0.6162317401120228,0.18866666666666668,0.06650144786029223,0.06353620998697088,0.02650144786029223,0.011333333333333334,0.037834781193625565,183,100,298,919,0.6466431095406361,0.3804573804573805,0.4790575916230367,wall_column_static_noise_hard_mixed,static_noise,0.25
11,0.6280657973755022,0.176,0.0660161318566039,0.06470815468525393,0.026016131856603904,0.02400000000000002,0.050016131856603925,167,97,314,922,0.6325757575757576,0.3471933471933472,0.4483221476510067,wall_column_static_noise_hard_mixed,static_noise,0.25
12,0.6380738633038041,0.16533333333333333,0.06718137493128358,0.06347854957284489,0.02718137493128358,0.03466666666666668,0.06184804159795026,162,86,319,933,0.6532258064516129,0.3367983367983368,0.4444444444444445,wall_column_static_noise_hard_mixed,static_noise,0.25
13,0.6473312174361125,0.156,0.06832590079298254,0.06278894020823277,0.028325900792982535,0.04400000000000001,0.07232590079298254,154,80,327,939,0.6581196581196581,0.3201663201663202,0.4307692307692308,wall_column_static_noise_hard_mixed,static_noise,0.25
14,0.6559941678326038,0.14333333333333334,0.06895608288192293,0.06240281143058179,0.028956082881922925,0.05666666666666667,0.08562274954858959,141,74,340,945,0.6558139534883721,0.29313929313929316,0.4051724137931035,wall_column_static_noise_hard_mixed,static_noise,0.25
15,0.6633888759402319,0.13666666666666666,0.06847182097780591,0.06239879425961936,0.028471820977805908,0.06333333333333335,0.09180515431113925,134,71,347,948,0.6536585365853659,0.2785862785862786,0.3906705539358601,wall_column_static_noise_hard_mixed,static_noise,0.25
16,0.6697081197624681,0.12733333333333333,0.06907498894944898,0.06073459162594996,0.02907498894944898,0.07266666666666668,0.10174165561611567,129,62,352,957,0.675392670157068,0.2681912681912682,0.38392857142857145,wall_column_static_noise_hard_mixed,static_noise,0.25
17,0.6751622809038593,0.12133333333333333,0.06964955583602937,0.059769021346236385,0.029649555836029372,0.07866666666666668,0.10831622250269604,124,58,357,961,0.6813186813186813,0.2577962577962578,0.3740573152337858,wall_column_static_noise_hard_mixed,static_noise,0.25
18,0.6801537254885407,0.11666666666666667,0.07003136458350823,0.05860338970531487,0.030031364583508226,0.08333333333333334,0.11336469791684156,121,54,360,965,0.6914285714285714,0.2515592515592516,0.36890243902439024,wall_column_static_noise_hard_mixed,static_noise,0.25
19,0.6847527411136282,0.112,0.06991635473523845,0.0587365655161314,0.029916354735238453,0.08800000000000001,0.11791635473523845,116,52,365,967,0.6904761904761905,0.24116424116424118,0.35747303543913717,wall_column_static_noise_hard_mixed,static_noise,0.25
0,0.5,0.324,0.04786748735409332,0.0885084886606152,0.007867487354093317,0.0,0.007867487354093317,210,276,213,801,0.43209876543209874,0.49645390070921985,0.46204620462046203,wall_column_static_noise_medium_2,static_noise,0.25
1,0.5039337436770467,0.31533333333333335,0.04772821162404454,0.08852012171045522,0.007728211624044537,0.0,0.007728211624044537,201,272,222,805,0.4249471458773784,0.475177304964539,0.44866071428571425,wall_column_static_noise_medium_2,static_noise,0.25
2,0.5077978494890689,0.31333333333333335,0.047716759340931114,0.08858635973264344,0.007716759340931113,0.0,0.007716759340931113,199,271,224,806,0.42340425531914894,0.47044917257683216,0.4456886898096305,wall_column_static_noise_medium_2,static_noise,0.25
0,0.5,0.428,0.032147924561225935,0.05928296600916604,0.0,0.0,0.0,457,185,401,457,0.7118380062305296,0.5326340326340326,0.6093333333333334,wall_column_static_noise_medium_3,static_noise,0.25
1,0.5,0.428,0.032147924561225935,0.05928296600916604,0.0,0.0,0.0,457,185,401,457,0.7118380062305296,0.5326340326340326,0.6093333333333334,wall_column_static_noise_medium_3,static_noise,0.25
0,0.5,0.23466666666666666,0.06881461182856267,0.08104811826293493,0.028814611828562674,0.0,0.028814611828562674,180,172,231,917,0.5113636363636364,0.43795620437956206,0.47182175622542594,wall_column_strong_noise_hard_mixed,strong_noise,0.25
1,0.5144073059142813,0.21266666666666667,0.0700950304194585,0.07966271120329495,0.030095030419458497,0.0,0.030095030419458497,167,152,244,937,0.5235109717868338,0.40632603406326034,0.4575342465753424,wall_column_strong_noise_hard_mixed,strong_noise,0.25
2,0.5294548211240105,0.192,0.06940864640424317,0.07954259368274091,0.02940864640424317,0.008000000000000007,0.03740864640424318,151,137,260,952,0.5243055555555556,0.36739659367396593,0.43204577968526464,wall_column_strong_noise_hard_mixed,strong_noise,0.25
3,0.5431591443261321,0.174,0.07049856625111753,0.07842452477473556,0.030498566251117527,0.026000000000000023,0.05649856625111755,138,123,273,966,0.5287356321839081,0.3357664233576642,0.4107142857142857,wall_column_strong_noise_hard_mixed,strong_noise,0.25
4,0.5551584274516909,0.164,0.07114764894772574,0.07813079904030293,0.031147648947725738,0.036000000000000004,0.06714764894772574,132,114,279,975,0.5365853658536586,0.32116788321167883,0.4018264840182648,wall_column_strong_noise_hard_mixed,strong_noise,0.25
5,0.5662322519255537,0.148,0.0703970187194139,0.07859132099868607,0.030397018719413894,0.05200000000000002,0.0823970187194139,120,102,291,987,0.5405405405405406,0.291970802919708,0.3791469194312796,wall_column_strong_noise_hard_mixed,strong_noise,0.25
6,0.5749307612852607,0.13933333333333334,0.0723880523327724,0.07726910401951465,0.0323880523327724,0.060666666666666674,0.09305471899943907,118,91,293,998,0.5645933014354066,0.2871046228710462,0.3806451612903225,wall_column_strong_noise_hard_mixed,strong_noise,0.25
7,0.5835414541183135,0.13266666666666665,0.0734542761750834,0.07556422569995293,0.033454276175083404,0.06733333333333336,0.10078760950841675,116,83,295,1006,0.5829145728643216,0.2822384428223844,0.380327868852459,wall_column_strong_noise_hard_mixed,strong_noise,0.25
8,0.5918519255391885,0.12466666666666666,0.07440981793820793,0.07521670500923268,0.03440981793820793,0.07533333333333335,0.10974315127154127,109,78,302,1011,0.5828877005347594,0.26520681265206814,0.36454849498327757,wall_column_strong_noise_hard_mixed,strong_noise,0.25
9,0.5996401678416258,0.12066666666666667,0.07415010014978618,0.07496844776740226,0.03415010014978618,0.07933333333333334,0.11348343348311951,106,75,305,1014,0.585635359116022,0.25790754257907544,0.3581081081081081,wall_column_strong_noise_hard_mixed,strong_noise,0.25
10,0.6067985512498522,0.114,0.07328599483740018,0.07522919018958434,0.03328599483740018,0.08600000000000001,0.11928599483740018,100,71,311,1018,0.5847953216374269,0.24330900243309003,0.3436426116838488,wall_column_strong_noise_hard_mixed,strong_noise,0.25
11,0.6126915486685522,0.10933333333333334,0.0725870075521916,0.07553952014041569,0.03258700755219159,0.09066666666666667,0.12325367421885827,96,68,315,1021,0.5853658536585366,0.23357664233576642,0.33391304347826084,wall_column_strong_noise_hard_mixed,strong_noise,0.25
12,0.6176517191113147,0.10666666666666667,0.07228127465752798,0.07520137926123324,0.03228127465752798,0.09333333333333334,0.12561460799086133,94,66,317,1023,0.5875,0.22871046228710462,0.329246935201401,wall_column_strong_noise_hard_mixed,strong_noise,0.25
13,0.622125689773412,0.10066666666666667,0.07388825959495308,0.07392916338951781,0.033888259594953084,0.09933333333333334,0.13322159292828642,91,60,320,1029,0.6026490066225165,0.22141119221411193,0.3238434163701067,wall_column_strong_noise_hard_mixed,strong_noise,0.25
14,0.6266531529042219,0.09466666666666666,0.07418039890946825,0.07286270203761865,0.034180398909468244,0.10533333333333335,0.13951373224280159,88,54,323,1035,0.6197183098591549,0.2141119221411192,0.3182640144665461,wall_column_strong_noise_hard_mixed,strong_noise,0.25
15,0.6305766856922893,0.09133333333333334,0.07544295989862929,0.07142317440697248,0.035442959898629285,0.10866666666666668,0.14410962656529597,86,51,325,1038,0.6277372262773723,0.20924574209245742,0.31386861313868614,wall_column_strong_noise_hard_mixed,strong_noise,0.25
16,0.6347148323082706,0.08666666666666667,0.07534770472144017,0.07101078020745087,0.03534770472144017,0.11333333333333334,0.1486810380547735,82,48,329,1041,0.6307692307692307,0.19951338199513383,0.3031423290203327,wall_column_strong_noise_hard_mixed,strong_noise,0.25
17,0.638222018002324,0.08533333333333333,0.07569647971061422,0.07045122521740932,0.035696479710614216,0.11466666666666668,0.1503631463772809,82,46,329,1043,0.640625,0.19951338199513383,0.3042671614100186,wall_column_strong_noise_hard_mixed,strong_noise,0.25
18,0.6417369245242978,0.08466666666666667,0.07585762937812396,0.06994617419211935,0.03585762937812396,0.11533333333333334,0.1511909627114573,82,45,329,1044,0.6456692913385826,0.19951338199513383,0.3048327137546468,wall_column_strong_noise_hard_mixed,strong_noise,0.25
19,0.6452490725466931,0.08133333333333333,0.07578529385607487,0.07082953307606096,0.035785293856074867,0.11866666666666668,0.15445196052274154,77,45,334,1044,0.6311475409836066,0.1873479318734793,0.28893058161350843,wall_column_strong_noise_hard_mixed,strong_noise,0.25
0,0.5,0.30733333333333335,0.04352813661887001,0.06141702065709072,0.003528136618870012,0.0,0.003528136618870012,355,106,600,439,0.7700650759219089,0.3717277486910995,0.5014124293785311,wall_column_strong_noise_medium_2,strong_noise,0.25
1,0.501764068309435,0.30466666666666664,0.04360057498693301,0.06130106054709795,0.0036005749869330098,0.0,0.0036005749869330098,352,105,603,440,0.7702407002188184,0.36858638743455496,0.4985835694050991,wall_column_strong_noise_medium_2,strong_noise,0.25
0,0.5,0.25733333333333336,0.04720237163952166,0.07949629079003363,0.007202371639521657,0.0,0.007202371639521657,223,163,359,755,0.5777202072538861,0.38316151202749144,0.46074380165289264,wall_column_strong_noise_medium_3,strong_noise,0.25
1,0.5036011858197609,0.25266666666666665,0.04681177876998049,0.07938745309755052,0.006811778769980487,0.0,0.006811778769980487,218,161,364,757,0.575197889182058,0.3745704467353952,0.45369406867845996,wall_column_strong_noise_medium_3,strong_noise,0.25
2,0.5070070752047511,0.24866666666666667,0.04725658484092687,0.07935807939465823,0.007256584840926866,0.0,0.007256584840926866,216,157,366,761,0.579088471849866,0.3711340206185567,0.4523560209424084,wall_column_strong_noise_medium_3,strong_noise,0.25
3,0.5106353676252146,0.242,0.04703084061765135,0.07914952597744138,0.00703084061765135,0.0,0.00703084061765135,209,154,373,764,0.5757575757575758,0.359106529209622,0.44232804232804235,wall_column_strong_noise_medium_3,strong_noise,0.25
4,0.5141507879340402,0.236,0.04685605137985449,0.07960445949314245,0.00685605137985449,0.0,0.00685605137985449,202,152,380,766,0.5706214689265536,0.3470790378006873,0.4316239316239316,wall_column_strong_noise_medium_3,strong_noise,0.25
5,0.5175788136239675,0.22933333333333333,0.04696851241633606,0.079301817378527,0.006968512416336059,0.0,0.006968512416336059,198,146,384,772,0.5755813953488372,0.3402061855670103,0.42764578833693306,wall_column_strong_noise_medium_3,strong_noise,0.25
6,0.5210630698321356,0.22333333333333333,0.04707510122761231,0.07928557429662556,0.007075101227612311,0.0,0.007075101227612311,193,142,389,776,0.5761194029850746,0.3316151202749141,0.420937840785169,wall_column_strong_noise_medium_3,strong_noise,0.25
7,0.5246006204459417,0.21866666666666668,0.046609605453795847,0.07914263352109402,0.006609605453795846,0.0,0.006609605453795846,189,139,393,779,0.5762195121951219,0.3247422680412371,0.4153846153846154,wall_column_strong_noise_medium_3,strong_noise,0.25
8,0.5279054231728396,0.21266666666666667,0.046756806391639746,0.07930125795975322,0.0067568063916397456,0.0,0.0067568063916397456,183,136,399,782,0.5736677115987461,0.31443298969072164,0.40621531631520535,wall_column_strong_noise_medium_3,strong_noise,0.25
9,0.5312838263686595,0.20866666666666667,0.04620014145627763,0.07959446605510628,0.006200141456277626,0.0,0.006200141456277626,178,135,404,783,0.5686900958466453,0.30584192439862545,0.39776536312849164,wall_column_strong_noise_medium_3,strong_noise,0.25
10,0.5343838970967982,0.20333333333333334,0.046198059188336714,0.07944475703367704,0.006198059188336713,0.0,0.006198059188336713,172,133,410,785,0.5639344262295082,0.29553264604810997,0.3878241262683202,wall_column_strong_noise_medium_3,strong_noise,0.25
0,0.5,0.16505576208178438,0.07033423359842532,0.09780030826593014,0.03033423359842532,0.03494423791821563,0.06527847151664096,76,146,149,974,0.34234234234234234,0.3377777777777778,0.3400447427293065,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
1,0.5215981741188714,0.13903345724907062,0.07118591535722206,0.09686887063683287,0.03118591535722206,0.06096654275092939,0.09215245810815145,68,119,157,1001,0.36363636363636365,0.3022222222222222,0.33009708737864074,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
2,0.5375424537883612,0.1241635687732342,0.07089290759443341,0.09575239477827162,0.03089290759443341,0.07583643122676581,0.10672933882119923,61,106,164,1014,0.3652694610778443,0.27111111111111114,0.3112244897959183,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
3,0.5494762535761032,0.11524163568773234,0.07042647312086382,0.09451939817789085,0.03042647312086382,0.08475836431226767,0.11518483743313149,59,96,166,1024,0.38064516129032255,0.26222222222222225,0.3105263157894737,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
4,0.5587131356189001,0.10780669144981413,0.0715293932931789,0.09401466273728437,0.031529393293178894,0.09219330855018588,0.12372270184336479,55,90,170,1030,0.3793103448275862,0.24444444444444444,0.29729729729729726,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
5,0.5671942017745325,0.10111524163568773,0.07296591964149135,0.09376130355994867,0.03296591964149135,0.09888475836431228,0.13185067800580363,53,83,172,1037,0.3897058823529412,0.23555555555555555,0.2936288088642659,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
6,0.5754389318249458,0.09442379182156134,0.0732438116741346,0.09370259763252559,0.0332438116741346,0.10557620817843867,0.13882001985257328,49,78,176,1042,0.3858267716535433,0.21777777777777776,0.27840909090909094,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
7,0.5822886914544707,0.09293680297397769,0.07338585934023557,0.09378883655978018,0.03338585934023557,0.10706319702602232,0.1404490563662579,48,77,177,1043,0.384,0.21333333333333335,0.2742857142857143,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
8,0.5889087515382007,0.08847583643122676,0.07382761278826605,0.09354334004776975,0.03382761278826605,0.11152416356877325,0.1453517763570393,47,72,178,1048,0.3949579831932773,0.2088888888888889,0.2732558139534884,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
9,0.5948553234342734,0.0862453531598513,0.07391836617855638,0.09385350856178992,0.033918366178556376,0.11375464684014872,0.14767301301870508,46,70,179,1050,0.39655172413793105,0.20444444444444446,0.26979472140762467,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
10,0.6003350279027926,0.0795539033457249,0.07412751219764888,0.09254811030213882,0.034127512197648875,0.12044609665427511,0.15457360885192398,45,62,180,1058,0.4205607476635514,0.2,0.27108433734939763,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
11,0.6043510159368727,0.07806691449814127,0.0747750773429144,0.09261296417540442,0.0347750773429144,0.12193308550185875,0.15670816284477315,44,61,181,1059,0.41904761904761906,0.19555555555555557,0.26666666666666666,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
12,0.6086428219043224,0.07657992565055761,0.07497855635351544,0.0924043577440081,0.03497855635351544,0.1234200743494424,0.15839863070295784,44,59,181,1061,0.42718446601941745,0.19555555555555557,0.2682926829268293,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
13,0.6127663596704772,0.07434944237918216,0.07575418096663045,0.09240017466560906,0.035754180966630446,0.12565055762081784,0.16140473858744828,43,57,182,1063,0.43,0.19111111111111112,0.2646153846153846,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
14,0.6171079012319032,0.07360594795539034,0.07603872152194585,0.09316222053244724,0.03603872152194585,0.12639405204460968,0.16243277356655553,42,57,183,1063,0.42424242424242425,0.18666666666666668,0.2592592592592593,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
15,0.6215481097426966,0.06988847583643122,0.07542944338521322,0.09334896147686134,0.03542944338521322,0.1301115241635688,0.16554096754878203,40,54,185,1066,0.425531914893617,0.17777777777777778,0.2507836990595611,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
16,0.6244496720870176,0.06840148698884758,0.07562035601281603,0.09320592769891789,0.035620356012816025,0.13159851301115244,0.16721886902396846,39,53,186,1067,0.42391304347826086,0.17333333333333334,0.24605678233438485,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
17,0.6271703998470456,0.06617100371747212,0.07636301370691158,0.0927344229589788,0.03636301370691158,0.1338289962825279,0.17019200998943948,38,51,187,1069,0.42696629213483145,0.1688888888888889,0.24203821656050953,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
18,0.6300761644833252,0.06468401486988848,0.07709523570449796,0.09245599509997755,0.03709523570449796,0.13531598513011153,0.1724112208346095,38,49,187,1071,0.4367816091954023,0.1688888888888889,0.24358974358974364,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
19,0.6333424039052953,0.06022304832713755,0.0782759196618917,0.09147388593690747,0.03827591966189169,0.13977695167286247,0.17805287133475417,36,45,189,1075,0.4444444444444444,0.16,0.23529411764705882,box_sphere_added_outliers_hard_mixed,added_outliers,0.5
0,0.5,0.24307692307692308,0.05193778443095296,0.07140812589525608,0.01193778443095296,0.0,0.01193778443095296,203,113,351,633,0.6424050632911392,0.3664259927797834,0.4666666666666667,box_sphere_added_outliers_medium_2,added_outliers,0.5
