num_iterations,final_tau,final_acceptance_ratio,final_mean_residual,final_mean_label_distance,final_control_error,final_precision,final_recall,final_f1,iae,ise,total_variation_tau,sample_id,scenario,lambda_filter
2,0.5001733945022337,0.049523809523809526,0.09495849784242621,0.12550265123008011,0.2054346883186167,0.19230769230769232,0.05813953488372093,0.08928571428571427,0.4108693766372334,0.08440682232913437,0.00017339450223374797,real_20260706_145031_table2_cluster004_table2_refined_from_identity_hard,real_previous_registration,0.005
2,0.5010525212783205,0.011428571428571429,0.19239498497490645,0.0844798356935162,0.34096641354633506,0.6666666666666666,0.02909090909090909,0.055749128919860634,0.6819328270926701,0.23251619033330076,0.0010525212783204507,real_20260706_145031_table2_cluster004_table2_refined_from_identity_medium,real_previous_registration,0.005
2,0.49998315890577055,0.04104104104104104,0.07805563031679374,0.32248457563849,0.19701458927575272,0.0,0.0,0.0,0.39402917855150543,0.07762949677498708,1.684109422944724e-05,real_20260706_150131_table3_cluster004_table3_refined_from_identity_easy,real_previous_registration,0.005
2,0.5017308534325369,0.002,0.2625853432536921,0.19150852470835567,0.4205853432536921,0.0,0.0,0.0,0.8411706865073842,0.35378406191965206,0.0017308534325368718,real_20260706_150131_table3_cluster004_table3_refined_from_identity_medium,real_previous_registration,0.005
3,0.4991422998120964,0.002184598580010923,0.04128210885493712,0.19816527363530115,0.19909751027492623,0.0,0.0,0.0,0.6085486820907926,0.1235283001190291,0.0008577001879035984,real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_easy,real_previous_registration,0.005
2,0.4997344088885316,0.009538950715421303,0.06105615117430257,0.12182953221341616,0.21151720045888128,0.3888888888888889,0.023333333333333334,0.04402515723270441,0.42303440091776257,0.08947905217992513,0.00026559111146839953,real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_hard,real_previous_registration,0.005
2,0.4997067723693725,0.013290802764486975,0.057354536246127054,0.15329947065810623,0.20406373348164009,0.12,0.009771986970684038,0.018072289156626505,0.40812746696328017,0.08328401464493168,0.0002932276306275017,real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_medium,real_previous_registration,0.005
2,0.5000314691794767,0.0552423900789177,0.0793363204279456,0.10826400571770296,0.1840939303490279,0.5306122448979592,0.2857142857142857,0.37142857142857144,0.3681878606980558,0.06778115038270548,3.146917947671746e-05,real_20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2_medium,real_previous_registration,0.005
2,0.500230077451938,0.2745398773006135,0.06308221988415687,0.09499411390975292,0.023082219884156867,0.388268156424581,0.5582329317269076,0.45799011532125206,0.046089965077961065,0.001062145213683587,0.00023007745193803775,wall_column_added_outliers_hard_mixed,added_outliers,0.005
2,0.5,0.4175217048145225,0.032277223847897656,0.04763975323660903,0.0,0.8695652173913043,0.5010893246187363,0.635798203178991,0.0,0.0,0.0,wall_column_added_outliers_medium_2,added_outliers,0.005
2,0.5000086555935382,0.35978004713275724,0.04086555935382588,0.05776274947153673,0.0008655593538258802,0.7248908296943232,0.5147286821705427,0.6019945602901179,0.0017311187076517603,1.4983859899909504e-06,8.655593538242634e-06,wall_column_added_outliers_medium_3,added_outliers,0.005
2,0.5,0.32866666666666666,0.03556046173064999,0.06173514579670594,0.0,0.6835699797160243,0.4469496021220159,0.5404971932638332,0.0,0.0,0.0,wall_column_partial_overlap_hard_mixed,partial_overlap,0.005
2,0.500117929337943,0.30933333333333335,0.051792933794295684,0.07926578260492238,0.011792933794295683,0.5172413793103449,0.45368620037807184,0.48338368580060426,0.023585867588591367,0.00027814657495328236,0.000117929337942968,wall_column_partial_overlap_medium_2,partial_overlap,0.005
2,0.5,0.4633333333333333,0.03965708674582989,0.04349682766983897,0.0,0.8503597122302158,0.5300448430493273,0.6530386740331491,0.0,0.0,0.0,wall_column_partial_overlap_medium_3,partial_overlap,0.005
2,0.5,0.3890063424947146,0.03678082091493257,0.05117930785470453,0.0,0.7844202898550725,0.5280487804878049,0.631195335276968,0.0,0.0,0.0,wall_column_scene_change_hard_mixed,scene_change,0.005
2,0.5,0.42217484008528783,0.03657336400373009,0.057470557297802934,0.0,0.7373737373737373,0.5334957369062119,0.6190812720848056,0.0,0.0,0.0,wall_column_scene_change_medium_2,scene_change,0.005
2,0.5002707360447921,0.31236283833211415,0.06707360447920672,0.06970769373863217,0.027073604479206724,0.6276346604215457,0.5338645418326693,0.5769644779332616,0.05414720895841345,0.0014659601189930447,0.0002707360447921081,wall_column_scene_change_medium_3,scene_change,0.005
2,0.5002002202477375,0.3466666666666667,0.060022024773745686,0.07296233798611446,0.020022024773745685,0.5538461538461539,0.5987525987525988,0.5754245754245754,0.04004404954749137,0.0008017629520809719,0.00020022024773747038,wall_column_static_noise_hard_mixed,static_noise,0.005
3,0.5001560634305249,0.32266666666666666,0.04778370035780035,0.0886211192475089,0.007783700357800349,0.4297520661157025,0.491725768321513,0.45865490628445427,0.023390043410290204,0.00018237323604744412,0.0001560634305248776,wall_column_static_noise_medium_2,static_noise,0.005
2,0.5,0.428,0.032147924561225935,0.05928296600916604,0.0,0.7118380062305296,0.5326340326340326,0.6093333333333334,0.0,0.0,0.0,wall_column_static_noise_medium_3,static_noise,0.005
2,0.5002881461182856,0.23466666666666666,0.06881461182856267,0.08104811826293493,0.028814611828562674,0.5113636363636364,0.43795620437956206,0.47182175622542594,0.05762922365712535,0.0016605637096614879,0.0002881461182856482,wall_column_strong_noise_hard_mixed,strong_noise,0.005
2,0.5000352813661887,0.30733333333333335,0.04352813661887001,0.06141702065709072,0.003528136618870012,0.7700650759219089,0.3717277486910995,0.5014124293785311,0.007056273237740024,2.489549600282304e-05,3.52813661886886e-05,wall_column_strong_noise_medium_2,strong_noise,0.005
